ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT DESCRIPTION,CDC DATE,COC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,TIF SUBSIDY PERCENTAGE,AFFORDABLE UNITS,WARD,COMMUNITY AREA,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
12914,"Division/Homan,Kinzie Industrial Corridor,Midwest",Humboldt Park Residences II,1152 N Christiana Av,LUCHA,"Located in the Humboldt Park Community, Humboldt Park Apartments is a 23,360 sq. ft, 68-unit, 4-sty  building will be rehabbed into a 65-unit building with private kitchens and bathrooms. All units are studios and affordable.",10/07/2020,,3800000,13411198,28.33,65,26,North Lawndale,1153731.441107217,1907707.148115485,41.902585799,-87.710760528,"(41.90258579890404, -87.71076052827607)"
14982,Stony Island Commercial/Burnside Industrial,IGA - CPD - Burnside Park,9400 S Greenwood Av,,Construction of new water feature and site improvement throughout the park.,02/23/2022,,800000,800000,,,8,Burnside,1185144.469034977,1842879.047470716,41.724009373,-87.597415658,"(41.724009372546895, -87.59741565790664)"
14984,47th/Halsted,IGA - CPD - Metcalfe,4134 S State St,,Renovation of existing comfort station.,02/23/2022,,350000,350000,,,3,Grand Boulevard,1176922.908944393,1877481.350145822,41.819150781,-87.626488978,"(41.819150781484424, -87.62648897778216)"
14983,105th/Vincennes,IGA - CPD - Fernwood,10436 S Wallace St,,"Pool building envelope including roof, gutters, tuck-pointing and masonry.",02/23/2022,,650000,650000,,,34,Roseland,1174113.714172063,1835513.389266005,41.704048622,-87.638038499,"(41.70404862174826, -87.63803849911142)"
12821,Stony Island Commercial/Burnside Industrial,Montclare Senior Residences of Calumet Heights,9401 S Stony Island Av,"MR Properties, LLC","Located in Calumet Heights, the project includes new construction of a 7-story building, including 134 units of senior housing, of which 60 units are affordable to seniors at or below 60% AMI with City HOME funds. Additional units are affordable and financed with IHDA Tax Credits. 

PD Zoning 1412",07/25/2018,,3000000,38347185,7.82,60,8,Calumet Heights,1188530.764681412,1842933.537677389,41.724078791,-87.585010238,"(41.72407879107746, -87.58501023762763)"
14226,Wilson Yard,Chicago Market,4620 N Broadway,Chicago Market,"Chicago Market intends to build a local, sustainable, full-service grocery cooperative in the historic Gerber Building at the Wilson Red Line stop. It expects to drive millions of dollars in economic development, and provide a full-service, health-driven and independent grocery option for Uptown. CM will focus on locally grown and sustainably produced products, dry good, bulk foods, frozen foods, wine beer, and liquor, baked goods, and prepared foods. Provide farm-to-table transparency about food, its origins, and its processes. CM will educate their community about nutrition. Ingredient sourcing and methods of food production.",08/09/2022,,5200000,11718789,,,46,Uptown,1167921.054353507,1930894.982853904,41.965919947,-87.657968837,"(41.96591994708623, -87.6579688368904)"
1609,Addison South,NIF - Addision South,,,,01/13/2010,,250000,750000,33.33,,,,,,,,
1540,119th/Halsted,NIF - 119th Halsted,,,,03/29/2006,,1000000,3000000,33.33,,34,,,,,,
1403,Ryan Garfield,55th Dan Ryan Shopping Center,5300 S Wentworth Av,Ryan Center Ltd. Partnership,"Located in Fuller Park community area, the project includes the construction of a 95,000 square foot multi-tenant shopping center.  The project will include 451 parking spaces, seven out lots, and up to four additional out lots.",09/09/1987,,3755000,8455000,44.41,,3,Fuller Park,,,,,
502020,Midwest,Sinai Tomorrow,1500 S California Av d123,SCI,"Located in North Lawndale, the project includes relocation and expansion of select service lines and functions within existing buildings, all of such relocation and expansions being consistent with current health care and related uses.  The project consists of multiple components that are phased and sequenced, in part to allow for health care operations to continue, including initial components that have recently been completed or are currently underway.",10/08/2014,02/08/2019,31000000,100000000,31,,28,North Lawndale,,,,,
13414,Lake Calumet Area Industrial,Illinois International Port District,13000 S Stony Island Av,,"Rebuilding rail and road running along Butler Drive.  The road serves as access between the shipping docks and ingress and egress of the Port District facility.  Current conditions show much wear and tear and deterioration, resulting in frequent car derailments and flooding.  Rail is being rebuilt with 100% TIF funds, road will be funded mostly with Cook County and IDOT funds, with TIF acting as the local match.",07/24/2019,,3483463,16721317,20.83,,10,South Deering,,,,,
1510,LaSalle Central,NAVTEQ,100 E Riverside Pz,NAVTEQ Corp.,"The NAVETQ project is located in the LaSalle Central TIF District. The economic development project consists of the rehabilitation of 200,000 square feet of office space and mezzanine. The rehabilitation project will facilitate the relocation of the NAVTEQ corporate headquarters from its previous location in the Merchandise Mart.",03/18/2009,,5000000,28583483,17.49,,42,Near West Side,,,,,
1335,35th/Halsted,Trippe Manufacturing,1111 W 35th Pl,"Trippe Manufacturing Co., Inc.","Located in Bridgeport, the project includes demolition of an existing structure and construction of a 920,000 square foot
new/rehabilitated structure to be used for manufacturing, distribution, and office facilities.",07/29/1998,,1600000,8399000,19.05,,11,Bridgeport,,,,,
1259,24th/Michigan,IGA - CBE - Teachers Acad - ES,55 W Cermak Rd,,missing,03/27/2002,,47000000,47000000,100,,3,Near South Side,1176061.391761788,1889726.756768737,41.852772555,-87.629281137,"(41.85277255488514, -87.62928113684461)"
10731,73rd/Kedzie,Nabisco,7300 S Kedzie Av,"Nabisco, Inc.","Located in Chicago Lawn, the project includes installing three new baking lines at the Nabisco plant.",06/16/1994,,60000000,378900000,15.84,,18,Chicago Lawn,1156263.152524936,1856008.860226838,41.760668583,-87.702854797,"(41.76066858314362, -87.7028547971541)"
14781,Foster and California,IGA - CPD - River Park,5100 N Francisco Av,Chicago Park District,An intergovernmental agreement between the Chicago Park District and the City of Chicago.,06/25/2021,,750000,750000,,,40,Lincoln Square,1156074.344671559,1933774.100643275,41.974068384,-87.701448853,"(41.97406838369125, -87.70144885297742)"
1582,47th/Halsted,IGA - CPD - Park 0004 - Fuller,331 W 45th St,Chicago Park District,Intergovernmental Agreement between the City of Chicago and Chicago Park District,06/03/2009,,3000000,3000000,100,,3,Fuller Park,1174677.948174561,1874997.453772401,41.812385123,-87.634798371,"(41.81238512275114, -87.63479837061321)"
1651,Bronzeville,IGA - CPD - Park 0267 - Dunbar,300 E 31st St,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,02/05/2010,,1000000,2000000,50,,"2,4",Douglas,1178590.273244363,1884545.28966343,41.838496977,-87.620157381,"(41.83849697715925, -87.62015738145021)"
14904,Elston/Armstrong,IGA - CBE - Farnsworth ES,5414 N Linder Av,Chicago Board of Education,"Located in Jefferson Park, the TIF IGA with the Chicago Board of Education includes reimbursement associated with the chimney stack reduction at the elementary school.",09/14/2021,,750000,,,,45,Jefferson Park,1138478.050115605,1935743.024901423,41.979809199,-87.766108091,"(41.97980919943396, -87.76610809089279)"
1317,Devon/Sheridan,Loyola U - Lakeshore,1032 W Sheridan Rd,Loyola University Chicago,"Located in the Rogers Park community, the project will rehabilitate buildings at Loyola University's Lake Shore Campus which include interior and exterior renovation of Mundelein Center, Piper Hall, Coffey Hall, and Flanner Hall.  The project will also include streetscape infrastructure improvements along Sheridan Road.",05/24/2006,04/22/2016,20400000,85000000,24,,49,Rogers Park,1167927.906200052,1942706.518547222,41.998330957,-87.657601028,"(41.9983309570758, -87.65760102833097)"
500254,Chicago/Kingsbury,Ward Park (4524),630 N Kingsbury St,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,09/11/2013,,750000,750000,100,,42,Near North Side,1172680.194237949,1904364.523642393,41.893014998,-87.641257914,"(41.89301499813241, -87.64125791389212)"
500251,Lawrence/Pulaski,Eugene Field Park (4314),5125 N Pulaski Rd,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,06/26/2013,,345000,345000,100,,39,Albany Park,1148838.432085985,1933855.615461851,41.97443544,-87.728055356,"(41.97443543984304, -87.7280553564333)"
1031,Clark/Ridge,CPS - Senn High School,5900 N Glenwood Av,Chicago Public Schools,Intergovernmental Agreement with the Board of Education to provide TIF funds to reimburse CPS for rehabilitation of Senn High School's auditorium.,11/16/2011,,1000000,3301000,30.29,,48,Edgewater,1165871.809887314,1939308.369463206,41.989050629,-87.665262221,"(41.989050628507, -87.66526222088731)"
1322,105th/Vincennes,105th Vincennes,10500 S Vincennes Av,MGM/TGI 105th Street LLC,"Located in the Washington Heights community, the project will construct 233 for-sale residential units on a 15 acre site.  There will be 48 affordable units, construction of a park, and street improvements including new interior streets.",06/28/2006,,11900000,75473873,15.77,,19,Beverly,1168790.431222901,1835128.932536923,41.703109898,-87.657542474,"(41.70310989832585, -87.65754247386181)"
1248,Chatham Ridge,Havens - 87th Parnell,8505 S Parnell Av,Lakeshore 87th St Homes L.P.,"Located in Auburn Gresham, the project includes construction of 99 single family residential units.  The project consists of site preparation, infrastructure improvements, and reconstruction of Parnell Avenue from 83rd to 87th Street.",10/31/2001,04/14/2007,7190000,28845118,24.93,,21,Auburn Gresham,1174154.720117602,1848406.898244936,41.739429295,-87.637506729,"(41.73942929482598, -87.63750672915647)"
11072,Foster and California,IGA - CBE - Budlong Elementary,2701 W Foster Av,Chicago Public Schools,"An Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) to reimburse the Chicago Board of Education for the costs associated with the complete renovation of bathrooms at Budlong Elementary School. This project includes the complete demolition and replacement of new bathrooms on the first, second and third floors of the school to provide modern accessibility and bring the facility into current code compliance.",10/14/2015,,2200000,2200000,100,,40,Lincoln Square,1157387.173408606,1934388.086562997,41.975726519,-87.696604427,"(41.97572651851171, -87.69660442713682)"
13244,Western Avenue North,Amundsen High CPS IGA Winnemac Impr,5110 N Damen Av,Chicago Public Schools,"This is an intergovernmental agreement between DPD and CPS to use TIF financing to rehabilitate the athletic fields field at Amundsen High School. 

The field is located in  Winnemac Park in the Lincoln Square neighborhood    

The project installed  a 5,000 square foot synthetic turf featuring:
--new drainage 
--concrete containment curbing
--landscape improvements

The project was completed in August 2018 at a cost of 
$2,800,000 with $1,400,000 or 50% coming form TIF and the remaining funding coming from a $1,000,000 donation and $400,00 for the Chicago Board of Education",06/27/2018,,1400000,2800000,50,,40,Lincoln Square,1162034.156601624,1934187.196346798,41.975079215,-87.679521391,"(41.97507921514951, -87.67952139085273)"
12547,Western Avenue North,IGA - CBE - Amundsen - Gym,5110 N Damen Av,,"This project includes the costs associated with replacing the bleachers in the main gymnasium
(boys); replacing gymnasium flooring in both boys and girls gym facilities; full upgrade of the
existing fitness room including new walls and rubberized flooring; full upgrade of the existing
girls shower room including new ceramic tile at floor and walls, new plumbing and lighting
locations to accommodate new perimeter shower layout, and new accessible stall and bench.
The project also includes upgrades to classroom flooring, painting of walls and ceilings in
classrooms, providing new wireless access points and power/data for overhead projectors, new
attached marker boards for 40 classrooms, new window shades and refreshing the finishes in
existing science labs.
The project also includes the cleaning an repair of existing corridor structural glazed face brick,
refinishing targeted areas of terrazzo flooring in corridors and stairwells, replacement of 10% of
lockers and painting 100% of the remaining lockers, paining interior walls and ceilings in the
corridor and stairwells.
The improvements will provide Amundsen High School with upgraded athletic facilities that
enhance functionality and safety. The athletic and fitness facilities are also accessible to the
Chicago Park District, which uses the facilities approximately 30 percent of the time. The
building will provide an up-to-date environment for all students.",06/17/2015,,2600000,3245588,80.11,,40,Lincoln Square,1162034.156601624,1934187.196346798,41.975079215,-87.679521391,"(41.97507921514951, -87.67952139085273)"
11452,Lincoln Avenue,IGA - CPD - Park 526 (Devon/McCormick),6073 N Lincoln Av,Chicago Park District,"The Chicago Park District is receiving $600,051 from Lincoln Avenue TIF to construct a new park at Devon and McCormick Blvd, on MWRD property which would be leased to the Park District. The Park District is proposing to improve the property with walking paths, landscaping to Park District standards, and incorporate fitness stations.  The park connects to the Park District Chicago River trail to the south, and the Lincolnwood sculpture park trail to the north.",06/22/2016,,600051,600051,100,,50,North Park,1153635.98292874,1940396.587528322,41.992289847,-87.710238258,"(41.99228984730159, -87.71023825801709)"
1434,Stockyards SEQ,OSI Industries,4545 S Racine Av,"OSI Industries, Inc.","Located in the New City community area, the project includes rehabilitation of 104,000 square feet of meat processing production facility.  The project also consists of construction of a new 20,000 square foot addition.",06/10/1996,,2068000,14687000,14.08,,11,New City,1169157.668412665,1874480.643777652,41.81108829,-87.655061641,"(41.8110882897476, -87.65506164142094)"
11077,Midwest,IGA - CBE - Penn School,1616 S Avers Av,Chicago Public Schools,"This project includes the costs associated with the planning, design, and constructions of a new science lab and dehumidification project to the existing William Penn Elementary School. The scope to provide dehumidification includes new concrete pads for the new chiller and new pumps, masonry enclosure for chiller, new air cooled chiller, and all required electrical connections for new chiller and auxiliaries. The scope to convert an existing classroom to an elementary level 3 science lab includes upgrading all room finishes, new accessible door and hardware, new countertop and base cabinets, new sinks, demonstration table, emergency eye wash, new window shades, all required plumbing, and ADA
compliance.",04/02/2014,,1150000,1330000,86.47,,24,North Lawndale,1150967.365132918,1891574.241666928,41.858369947,-87.72133609,"(41.85836994740216, -87.72133608972533)"
1252,Greater Southwest Industrial (East),Stylemaster - Gateway Park,7600 S Albany Av,"Gateway Park, LLC","Located in the Ashburn community, the project includes cleanup and remediation of a 62 acre site.  The project also includes construction of a 660,000 square foot industrial space for StyleMaster and other tenants.",06/09/1999,09/23/2003,14000000,28235000,49.58,,18,Ashburn,1156890.238101423,1854017.308483059,41.755190818,-87.700610164,"(41.75519081793185, -87.70061016424349)"
1373,49th/St. Lawrence,Willard Square,4915 S Saint Lawrence Av,Willard Square Apartments LLC,"Located in the Grand Boulevard community area, the project includes the construction of fifteen 3-story six unit buildings, two 3-story, 3-unit  buildings and one 3-story, 4-unit building, with approximately 100 dwelling units and related facilities.",07/31/1996,,3457564,11388438,30.36,25,4,Grand Boulevard,1181129.059650684,1872482.506333672,41.805337569,-87.611213454,"(41.8053375694944, -87.61121345400585)"
1340,47th/Ashland,Glazier - Cardinal - 52nd Ashland,5233 S Ashland Av,Cardinal Limited Partnership,"The project includes the construction of 12,800 square feet of retail and professional center and parking.",02/05/2003,10/25/2004,311107,1637411,19,,16,New City,1166605.124677208,1869873.756634713,41.798501365,-87.664555654,"(41.79850136507366, -87.6645556542855)"
1398,Chinatown Basin,Chinatown Square,2133 S China Pl,Chinese-American Development Corp.,"Located in Armour Square, the project includes construction of 280 townhouses and condos, 56 retail and office units, open air mall and plaza, 100,000 square foot Asian trade center, 200 room hotel, community center, 150 units senior housing, improvements to roads, utilities, and landscaping.",05/16/1990,,7298000,30762115,23.72,,25,Armour Square,1174606.142148188,1890103.222135223,41.853838222,-87.634611067,"(41.853838221618524, -87.6346110667436)"
11722,Belmont/Central,IGA - CBE - Belmont-Cragin Elementary,5252 W Palmer St,Chicago Public Schools,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with the planning, design, and construction of a playground for children 2-12 years old at Belmont Cragin Elementary School located at 5252 W. Palmer Street.",02/10/2016,,287000,287000,100,,36,Belmont Cragin,1140773.187787804,1914158.944301921,41.920538447,-87.75820003,"(41.920538446762095, -87.75820002999474)"
1410,"Edgewater,Red and Purple Modernization Phase One Project",Edgewater Broadway Plaza,5227 N Broadway,First National Realty & American National,"Located in the Edgewater community area, the project includes the construction of three 1-story buildings totally 52,000 square feet of space and one outlot for use as a multi-tenant retail mall.",02/07/1990,,1100000,5900000,18.64,,48,Edgewater,1167406.929706712,1934983.691336417,41.977150599,-87.659740963,"(41.97715059869084, -87.65974096289457)"
1318,Lakefront,Lake Park Crescent - Phase I - Rental,4100 S Lake Park Av,"Lake Park Crescent, L.P.","New construction of 148 units of mixed-income rental housing in the first phase and 143 units of mixed income for-sale housing in the phases two and three.  The rental phase will consist of twelve 6-flats and one 8-story mid-rise building, with 60 public housing units, 52 affordable units and 36 market-rate units.",10/02/2002,,552000,38180097,1.45,112,4,Oakland,1183868.649615313,1877855.080934984,41.820016708,-87.600997958,"(41.82001670777046, -87.60099795813032)"
1562,Central Loop,Art Institute of Chicago,111 S Michigan Av,Art Institute/Noble Fool,"Located in the Loop, the project includes rehabilitation of the first three floors of the Butler Building as a performance theater.",12/31/2001,,1000000,1000000,100,,42,Loop,1177359.574700742,1899852.102454758,41.880527822,-87.624209466,"(41.880527821930805, -87.62420946585881)"
1761,Near South <Central Station,IGA - CPD - Park 0507 - Coliseum,1466 S Wabash Av,Chicago Park District,The project is an intergovernmental agreement with the Chicago Park District to construct a new playground and expansion of the dog friendly area.,12/23/2013,,500000,500000,100,,"2,3",Near South Side,1176966.245348798,1893156.903545811,41.862164701,-87.625856339,"(41.86216470122595, -87.62585633904838)"
1303,Howard/Paulina,Paulina Howard - Dominicks CTA,1763 W Howard St,Combined Development - Howard LLC,"Located in Rogers Park community area, the project includes the construction of an 87,000 square foot grocery store, fitness center, 40,000 square foot movie theater and other retail spaces.The project also includes 570 parking spaces, new CTA offices, station, bus terminal, and pedestrian access to CTA station.",07/03/1997,,8000000,72788297,10.99,,49,Rogers Park,1163123.85790163,1950306.646064297,42.01928855,-87.675058509,"(42.01928855008811, -87.67505850938775)"
13526,Belmont/Central,IMI Portage Park,3611 N Central Av,Innovative Markets Inc.,"Located in Portage Park, the proposed development would convert the vacant land into 122,430 square foot combined storage facility and retail development.",05/20/2020,,3300000,14156082,23.31,,36,Portage Park,1138419.558913412,1923501.689561039,41.946218918,-87.766620953,"(41.946218917986776, -87.76662095327583)"
11591,Ewing Avenue,IGA-CBE-Addams ES,10810 S Avenue H,Chicago Public Schools,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with capital improvements at the existing Jane Addams Elementary School (Addams). The project encompasses new energy efficient windows, window guards and lintel replacement and masonry/structural upgrades including installation of structural pinning and the replacement of failing masonry around windows to prevent further water infiltration.",09/24/2015,,1700000,1700000,100,,10,East Side,1202811.359652669,1833818.906230137,41.698714968,-87.533012505,"(41.69871496816594, -87.53301250518821)"
1600,Kinzie Industrial Corridor,Greater West Town Training Econ Dev Center,500 N Sacramento Bv,"Greater West Town Community Development Project and GWT SPE, LLC","The Greater West Town Center project is located in the Kinzie Industrial Corridor TIF District. The project consist of the development of a 60,000 square foot training center and 31 parking spaces for about 200 students.",06/30/2009,,3100000,10232111,30.3,,27,Humboldt Park,1156122.513256905,1903438.008534668,41.890822938,-87.702093055,"(41.89082293831988, -87.70209305462659)"
10447,Galewood/Armitage Industrial,IGA - CPD - Amundsen Park,6200 W Bloomingdale Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and Chicago Park District.,06/03/2014,,2850000,2850000,100,,29,Austin,1134782.764508551,1911356.236967749,41.912955617,-87.780276811,"(41.91295561718631, -87.78027681122344)"
12113,Stony Island Commercial/Burnside Industrial,Greenwood Associates Amendment,1111 E 87th St,,"Located in the Burnside community, the project renovated a former shopping center info 12 tenant spaces ranging from 1,100 to 17,000 square feet. The project also constructed three office buildings totaling 53,000 square feet and 160 parking spaces.  The project was fully completed in July 2002.

The City and Greenwood on 87th, LLC agreed to this amendment as a result of the developer's violations with the minimum assessed value provision in original RDA. The RDA amended actions are as follows:  (1) cancel Note R-1 in the amount of $2,600,000, (2) replace the existing Note with a Pay-As-You-Go amount up to $787,268.62. The TIF increment is limited to the PINs of the Property and paid annually through the term of the agreement (December 31, 2022), (3) eliminate the minimum assessed value provision in the RDA due to the cancellation of the Note (4) specifically define the Available Incremental Taxes  as the increment generated from the PINs of the Property.",12/14/2016,,787269,,,,8,Burnside,1185192.027309734,1847484.877394573,41.736647164,-87.59709715,"(41.736647163668884, -87.59709715045784)"
500442,Kinzie Industrial Corridor,Chicago Farmworks,407 N Kedzie Av,,The project consists of a partnership between Heartland Alliance and NeighborSpace to develop a transitional job training urban farm in the East Garfield Park neighborhood.  The first phase of the project includes environmental remediation and site preparation.,01/24/2012,,500000,500000,100,,27,Humboldt Park,1155011.141082747,1902582.892713116,41.888498781,-87.706197533,"(41.8884987810806, -87.70619753315023)"
1525,Central Loop,Reliance Bldg - IV - Hotel Burnham,37 N State St,Canal Street Hotel Partners LP,"Located in the Loop, the project includes restoration of an historic 14-story office building known as ""Reliance Building"" for use as Hotel Burnham and a restaurant.",06/10/1998,,2458426,21783426,11.29,,42,Loop,1176397.845644743,1900707.431035723,41.882896643,-87.62771498,"(41.88289664333733, -87.6277149801555)"
1712,53rd Street,IGA - CBE - Kenwood Academy - HS,5015 S Blackstone Av,Chicago Public Schools,An intergovernmental Aggreement between the City of Chicago and the Board of Education,07/06/2011,,60000,94110,63.76,,4,Kenwood,1186813.04651228,1871954.152407077,41.803754791,-87.590383945,"(41.80375479070232, -87.59038394544353)"
1017,Near West <Madison/Racine,Hellenic Museum,333 S Halsted St,United Hellenic American Congress,"Located in the Near West community, the project consists of construction of a 40,000 square foot museum and cultural center.",02/06/2002,12/27/2013,3500000,15266333,22.93,,27,Near West Side,1171146.32442723,1898498.98253576,41.876953377,-87.647063465,"(41.876953377219586, -87.64706346453356)"
10380,Western/Rock Island,IGA - Morgan Park Sports Center,11521 S Western Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and Chicago Park District.,08/05/2014,,10000000,18236206,54.84,,19,Morgan Park,1162502.978615829,1828068.231900667,41.683867173,-87.680761668,"(41.683867173015074, -87.68076166753042)"
1005,"41st/King Drive,Pershing/King",PAUL G. STEWART APARTMENTS/ CHARLES A BECKETT ASSO,400 E 41st St,,"The rehabilitation of 420 residential units in two connected towers for low income elderly. Phase I is a 25 story tower containing 250 units and was completed in January 1975.  Phase II is a 19 story building containing a 170 units and was completed in February 1977.  
 
Year Approved: 2007",04/22/2009,,958547,59540013,1.61,407,3,Grand Boulevard,1179638.248341821,1877940.683098296,41.8203495,-87.616514109,"(41.82034950030901, -87.61651410947175)"
12294,Portage Park,IGA-CBE-Schurz ADA Phase III,3601 N Milwaukee Av,Chicago Public Schools,"Schurz High School is located in the Irving Park Community Area.  Rehabilitation to the school includes two new elevators, new ramps and sidewalks, new ADA doors, washrooms, assisted listening devises and modifications to the fire alarm system.",06/28/2017,,2852792,2852792,100,,45,Irving Park,1146851.198365017,1923627.843270028,41.946407936,-87.735625416,"(41.946407935599396, -87.73562541572448)"
1413,Goose Island,Sara Lee - Riverworks,910 N Halsted St,Riverworks LLC,"The Sara Lee Riverworks project is located in the Goose Island TIF District. The economic development project consists of the rehabilitation of two building with a total of 150,000 square feet. In addition, the project includes the construction of a 30,000 square foot building, parking space, research and development facilities and landscaping.",06/07/2000,,5000000,38300000,13.05,,"32,27",Near North Side,1170816.428129877,1906645.642511934,41.899315577,-87.648035852,"(41.89931557654383, -87.6480358515775)"
15151,Kennedy/Kimball,IGA - CPD Avondale Park,3516 W School St,Chicago Park District,"Renovation of the fieldhouse, including roof replacement, exterior waterproofing & tuckpointing, window restoration, ADA access improvements and other site improvements.",05/20/2020,,2855000,2855000,,,35,Avondale,1152399.203912398,1921762.312229052,41.941180803,-87.715281998,"(41.94118080336526, -87.71528199760309)"
13403,Clark/Montrose,IGA - CPD - Chase Park Athletic Field,4701 N Ashland Av,Chicago Park District,"The Chicago Park District will construct a new artificial turf athletic field, upgrade
an existing fieldhouse with a new roof and mechanical repairs, and to make additional field
improvements which will include lighting, drainage, seating, fencing, and landscaping.",11/14/2018,,3000000,3000000,100,,"46,47",Uptown,1164849.038208312,1931317.833379557,41.967146157,-87.669251951,"(41.96714615669716, -87.66925195138536)"
12415,Clark/Ridge,IGA - CBE - ADA - Hayt III,1518 W Granville Av,Chicago Public Schools,Intergovernmental Agreement between the city of Chicago and Chicago Board of Education,09/01/2017,,1000000,2409853,41.5,,48,Edgewater,1164969.802037723,1941312.085399475,41.99456814,-87.668522704,"(41.994568139516936, -87.66852270401607)"
1749,Archer/Central,IGA - CPD - Park 0307 - Minuteman,5940 S Central Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District.,07/28/2011,,340000,552500,61.54,,"23,13",Clearing,1140037.602740915,1864449.122943888,41.784141134,-87.762117731,"(41.78414113430267, -87.76211773051463)"
11068,Canal/Congress,IGA - CTA - Bus Rapid Transit - Loop - Canal Congress,620 W Madison St,Chicago Transit Authority,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority.  -IGA pending,12/01/2014,,24802500,37912500,65.42,,42,Near West Side,1172070.521683419,1900322.247151457,41.881936209,-87.643616316,"(41.88193620918798, -87.64361631603194)"
1577,Archer/Central,Shop and Save,5829 S Archer Av,"Archer Advisors, LLC and 5829 Archer Development, LLC","The Shop and Save project is located on a 5.75 acre site in the Archer/Central TIF district. The project consists of renovating of the former Dominick's grocery store with new roof, HVAC, windows and flooring. In addition, 300 parking spaces and a 33,000 square foot loading area will be repaired.",10/07/2009,04/12/2010,3000000,15026000,19.97,,23,Garfield Ridge,1140672.648412313,1868781.976068995,41.796019624,-87.759683367,"(41.79601962445319, -87.7596833671853)"
1422,Near South <Central Station,Vietnam Vet Art Gallery,1801 S Indiana Av,Vietnam Veterans Arts Group,"Located in the Near South Side community area, the project rehabilitating an existing building an art gallery.",03/06/1996,,1000000,2056143,48.63,,"2,3",Near South Side,1177979.637821211,1891588.61509185,41.857838242,-87.622184053,"(41.85783824203235, -87.62218405329706)"
1260,Chatham Ridge,IGA - CBE - Simeon - HS,8235 S Vincennes Av,Chicago Public Schools,An intergovernmental agreement between the City of Chicago and Chicago Board of Education.,03/01/2003,,16000000,45840048,34.9,,21,Chatham,1174618.127228039,1850184.560278475,41.744297133,-87.635756092,"(41.74429713306096, -87.63575609207416)"
1670,Humboldt Park Commercial,Resurrection University,1431 N Claremont Av,Saint Mary and Elizabeth Medical Center; and Resurrection University,"Located in West Town, the project consists of the relocation of Resurrection University from Oak Park to the former Saint Elizabeth Hospital. Resurrection University will occupy parts of the first floor, which will include a new student lounge and library. The campus also will occupy the 6th, 7th, and 8th floors for classrooms, administration, an advanced simulation lab, faculty space and staff offices.",09/08/2011,05/02/2014,4738179,13537654,35,,1,West Town,1160516.423687001,1909594.570041928,41.907627208,-87.685785759,"(41.907627207523525, -87.68578575863826)"
10603,Homan/Arthington,Homan Square Phase VI,3601 W Arthington St,Shaw Development Company,"Located in East Garfield Park. the project is a continuation of the overall Homan Square development at the site of the former Sears Roebuck Headquarters.  The project architecture will be similar to previous phased, with brick on the 1st floor and siding on the upper floors.  Energy efficient features include high efficiency furnaces, air conditioning, and water heaters for each unit; Energy Star rated ceiling fans and lighting; low VOC paints, carpets, and pads, and low-flow kitchen and bath faucets and shower heads.",11/19/2014,12/13/2016,3062798,13771430,22.24,46,24,North Lawndale,1152504.858706346,1895762.08123604,41.869831644,-87.715581858,"(41.86983164382015, -87.71558185755592)"
1679,63rd/Ashland,IGA - CPD - Park 1008 - Hermitage,5839 S Wood St,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District for development costs for construction of a new playground with a water spray feature to replace the outdated and non-ADA accessible play equipment.,04/13/2011,,400000,600000,66.67,,15,West Englewood,1165393.122530797,1865775.130984154,41.787280023,-87.669116448,"(41.78728002270479, -87.66911644773613)"
11588,Madison/Austin Corridor,IGA-CBE-Spencer,214 N Lavergne Av,Chicago Public Schools,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with the planning, design, and construction of a new age 3-5 and a new age 5-12 play lots at Spencer Elementary School. Improvements also include a 4,400 s.f. basketball court, security lighting, and ADA improvements.",06/25/2014,,700000,700000,100,,28,Austin,1142962.028566731,1901180.136807183,41.884882573,-87.750481689,"(41.88488257290063, -87.75048168878546)"
1444,Near South <Central Station,Spertus Institute,610 S Michigan Av,"Spertus College of Judaica, an IL not for profit corp","Located in the Loop, the project constructed a new 10-story building.  The 138,000 square foot building will include a college, museum, and library.  The building will also have a green roof and a 400 seat auditorium.",11/01/2006,10/07/2009,3000000,57700000,5.2,,"2,42",Loop,1177334.010072304,1897536.350900176,41.874173848,-87.624373574,"(41.8741738481537, -87.62437357417441)"
